0,0,0,0
0,1,0,0
0,0.875,0,0
0,0.75,0,0
0,0.625,0,0
0,0.5,0,0
0,0.375,0,0
0,0.25,0,0
0,0.125,0,0
0.125,0,-0.6056981614,-0.3249116121
0.125,1,0.6056981614,-0.3249116121
0.125,0.25,-0.2081304325,-0.2562515448
0.125,0.125,-0.3465918128,-0.2663533601
0.125,0.5,4.865880486e-15,-0.2566956708
0.125,0.375,-0.09827221264,-0.256107201
0.125,0.75,0.2081304325,-0.2562515448
0.125,0.625,0.09827221264,-0.256107201
0.125,0.875,0.3465918128,-0.2663533601
0.25,0,-1.071638699,-0.7359601052
0.25,1,1.071638699,-0.7359601052
0.25,0.25,-0.4092255604,-0.6550005765
0.25,0.5,9.882520332e-15,-0.6433529622
0.25,0.75,0.4092255604,-0.6550005765
0.25,0.125,-0.6840924658,-0.6843023827
0.25,0.375,-0.1935371421,-0.6454194045
0.25,0.625,0.1935371421,-0.6454194045
0.25,0.875,0.6840924658,-0.6843023827
0.375,0,-1.45839437,-1.241680996
0.375,1,1.45839437,-1.241680996
0.375,0.25,-0.5960160119,-1.1651795
0.375,0.125,-0.9748164665,-1.195568918
0.375,0.5,1.494409094e-14,-1.145139572
0.375,0.375,-0.2829499782,-1.149555283
0.375,0.75,0.5960160119,-1.1651795
0.375,0.625,0.2829499782,-1.149555283
0.375,0.875,0.9748164665,-1.195568918
0.5,0,-1.779719238,-1.828285893
0.5,1,1.779719238,-1.828285893
0.5,0.25,-0.7569200341,-1.762182208
0.5,0.5,2.001137829e-14,-1.741192041
0.5,0.75,0.7569200341,-1.762182208
0.5,0.125,-1.217963133,-1.789682655
0.5,0.375,-0.3622517575,-1.746307429
0.5,0.625,0.3622517575,-1.746307429
0.5,0.875,1.217963133,-1.789682655
0.625,0,-2.039006716,-2.483560684
0.625,1,2.039006716,-2.483560684
0.625,0.25,-0.8886814726,-2.429604234
0.625,0.125,-1.414655256,-2.452507249
0.625,0.5,2.503662113e-14,-2.411039763
0.625,0.375,-0.4280911486,-2.415681984
0.625,0.75,0.8886814726,-2.429604234
0.625,0.625,0.4280911486,-2.415681984
0.625,0.875,1.414655256,-2.452507249
0.75,1,2.237454066,-3.19270785
0.75,0.25,-0.9907234017,-3.151245609
0.75,0.5,2.99600605e-14,-3.136215122
0.75,0.75,0.9907234017,-3.151245609
0.75,0.125,-1.565928702,-3.169180604
0.75,0.375,-0.4794344066,-3.140028263
0.75,0.625,0.4794344066,-3.140028263
0.75,0.875,1.565928702,-3.169180604
0.75,0,-2.237454066,-3.19270785
0.875,0,-2.376018983,-3.94015497
0.875,1,2.376018983,-3.94015497
0.875,0.25,-1.063459668,-3.910977916
0.875,0.125,-1.672790924,-3.923980132
0.875,0.5,3.503344932e-14,-3.899668838
0.875,0.375,-0.5162613446,-3.90257285
0.875,0.75,1.063459668,-3.910977916
0.875,0.625,0.5162613446,-3.90257285
0.875,0.875,1.672790924,-3.923980132
1,0,-2.456002312,-4.710056492
1,1,2.456002312,-4.710056492
1,0.25,-1.107691629,-4.69273309
1,0.5,3.984328179e-14,-4.685027406
1,0.75,1.107691629,-4.69273309
1,0.125,-1.736428003,-4.700991695
1,0.375,-0.5389332655,-4.687046667
1,0.625,0.5389332655,-4.687046667
1,0.875,1.736428003,-4.700991695
1.125,0,-2.479195338,-5.486711834
1.125,1,2.479195338,-5.486711834
1.125,0.25,-1.124449698,-5.480699146
1.125,0.125,-1.758306505,-5.484456048
1.125,0.5,4.44239887e-14,-5.476391505
1.125,0.375,-0.5479726649,-5.477577632
1.125,0.75,1.124449698,-5.480699146
1.125,0.625,0.5479726649,-5.477577632
1.125,0.875,1.758306505,-5.484456048
1.25,0,-2.447910389,-6.254822365
1.25,1,2.447910389,-6.254822365
1.25,0.25,-1.114969355,-6.259495236
1.25,0.5,4.952628988e-14,-6.258355936
1.25,0.75,1.114969355,-6.259495236
1.25,0.125,-1.740222278,-6.259021032
1.25,0.375,-0.544008919,-6.258767532
1.25,0.625,0.544008919,-6.258767532
1.25,0.875,1.740222278,-6.259021032
1.375,0,-2.364982491,-6.999690162
1.375,1,2.364982491,-6.999690162
1.375,0.25,-1.080699255,-7.014344946
1.375,0.125,-1.684322552,-7.009935298
1.375,0.5,5.446593803e-14,-7.016132162
1.375,0.375,-0.5277728625,-7.015830242
1.375,0.75,1.080699255,-7.014344946
1.375,0.625,0.5277728625,-7.015830242
1.375,0.875,1.684322552,-7.009935298
1.5,0,-2.233763737,-7.707391374
1.5,1,2.233763737,-7.707391374
1.5,0.25,-1.02330943,-7.731245065
1.5,0.5,6.015358038e-14,-7.735704343
1.5,0.75,1.02330943,-7.731245065
1.5,0.125,-1.593112727,-7.723221751
1.5,0.375,-0.5001004034,-7.734752358
1.5,0.625,0.5001004034,-7.734752358
1.5,0.875,1.593112727,-7.723221751
1.625,0,-2.058111129,-8.364940092
1.625,1,2.05811113,-8.364940092
1.625,0.25,-0.944692329,-8.397130877
1.625,0.125,-1.46945231,-8.385842417
1.625,0.5,6.51712736e-14,-8.403993351
1.625,0.375,-0.4619341247,-8.402457735
1.625,0.75,0.944692329,-8.397130877
1.625,0.625,0.4619341247,-8.402457735
1.625,0.875,1.46945231,-8.385842417
1.75,0,-1.842365596,-8.960445681
1.75,1,1.842365596,-8.960445681
1.75,0.25,-0.8469563609,-9.000036041
1.75,0.5,6.893064984e-14,-9.009017786
1.75,0.75,0.8469563609,-9.000036041
1.75,0.125,-1.316541698,-8.985857085
1.75,0.375,-0.4143209744,-9.006968236
1.75,0.625,0.4143209744,-9.006968236
1.75,0.875,1.316541698,-8.985857085
1.875,0,-1.591320684,-9.4832619
1.875,1,1.591320684,-9.4832619
1.875,0.25,-0.7324129682,-9.529244078
1.875,0.125,-1.137900544,-9.512573706
1.875,0.5,7.205204696e-14,-9.54004664
1.875,0.375,-0.3584063968,-9.537556062
1.875,0.75,0.7324129682,-9.529244078
1.875,0.625,0.3584063968,-9.537556062
1.875,0.875,1.137900544,-9.512573706
2,0,-1.31018072,-9.92412462
2,1,1.31018072,-9.92412462
2,0.25,-0.6035581742,-9.975428079
2,0.5,7.50314278e-14,-9.987739802
2,0.75,0.6035581742,-9.975428079
2,0.125,-0.9373383123,-9.956687272
2,0.375,-0.2954255322,-9.984884043
2,0.625,0.2954255322,-9.984884043
2,0.875,0.9373383123,-9.956687272
2.125,0,-1.00450903,-10.27527474
2.125,1,1.00450903,-10.27527474
2.125,0.25,-0.4630493936,-10.33077529
2.125,0.125,-0.7189177521,-10.31040377
2.125,0.5,7.683972386e-14,-10.34427316
2.125,0.375,-0.2266919979,-10.34113061
2.125,0.75,0.4630493936,-10.33077529
2.125,0.625,0.2266919979,-10.34113061
2.125,0.875,0.7189177521,-10.31040377
2.25,0,-0.6801673629,-10.53056326
2.25,1,0.6801673629,-10.53056326
2.25,0.25,-0.3136782089,-10.5890935
2.25,0.5,7.861988615e-14,-10.60344538
2.25,0.75,0.3136782089,-10.5890935
2.25,0.125,-0.4869121424,-10.56754609
2.25,0.375,-0.1535846647,-10.60009646
2.25,0.625,0.1535846647,-10.60009646
2.25,0.875,0.4869121424,-10.56754609
2.375,0,-0.3432479699,-10.68553577
2.375,1,0.3432479699,-10.68553577
2.375,0.25,-0.1583398296,-10.74589671
2.375,0.125,-0.2457573695,-10.72363926
2.375,0.5,7.950492679e-14,-10.76076371
2.375,0.375,-0.07753280555,-10.75729036
2.375,0.75,0.1583398296,-10.74589671
2.375,0.625,0.07753280555,-10.75729036
2.375,0.875,0.2457573695,-10.72363926
2.5,0,7.926159961e-14,-10.73749445
2.5,1,7.972099337e-14,-10.73749445
